age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
47,medium,Small,1BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,14.79835077,1,6,0,SD,Variable,Variable,Yes
32,medium,Large,2BHK-Apt,Rented,High,20-30yrs,7,2-5yrs,3.096515064,4,6,5,DD,Fixed,Fixed,Yes
39,low,Small,2BHK-Apt,Rented,Medium,10-20yrs,8,1-2yrs,12.97977175,4,10,3,SD,Fixed,Fixed,No
25,High,Small,3BHK-Apt,Rented,Low,<10yrs,1,>10yrs,8.788708997,1,7,1,Others,Variable,Variable,No
54,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,1.28563346,0,3,1,Others,Fixed,Fixed,No
36,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,8.270218953,1,7,5,Others,Variable,Variable,No
37,High,Large,Mansion,Rented,Medium,20-30yrs,7,>10yrs,3.380887687,0,0,1,PPM,Variable,Variable,No
33,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,1.846031821,3,1,0,PPM,Variable,Variable,No
32,medium,Large,2BHK-Apt,Rented,Medium,<10yrs,4,2-5yrs,4.563242064,3,9,6,Others,Variable,Variable,No
51,medium,Small,2BHK-Apt,Owned,High,20-30yrs,9,<1yr,5.461674814,0,0,1,DD,Variable,Variable,No
41,low,Medium,1BHK-Apt,Rented,Medium,10-20yrs,3,1-2yrs,4.838655421,4,9,0,SD,Variable,Variable,No
30,High,Large,2BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,3.11125348,1,3,2,Others,Variable,Variable,No
44,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,0.812200159,2,0,0,DD,Variable,Variable,No
36,medium,Medium,Mansion,Rented,Medium,20-30yrs,5,>10yrs,3.754256313,1,10,6,PPM,Variable,Variable,No
47,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,5,<1yr,2.552250546,1,0,1,PPM,Variable,Variable,No
40,High,Medium,1BHK-Apt,Owned,High,10-20yrs,9,2-5yrs,1.150818228,0,7,2,PPM,Fixed,Fixed,No
58,low,Small,2BHK-Apt,Owned,Low,<10yrs,5,>10yrs,3.166517354,1,10,7,SD,Fixed,Fixed,Yes
42,High,Large,3BHK-Apt,Owned,Low,>30yrs,3,>5yrs,8.839753272,1,10,2,Others,Variable,Variable,No
38,High,Large,2BHK-Apt,Rented,High,20-30yrs,1,1-2yrs,0.372604954,0,4,2,SD,Variable,Variable,Yes
36,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,1.163786253,0,7,1,SD,Fixed,Fixed,No
37,low,Medium,5BHK-House,Owned,Medium,10-20yrs,6,2-5yrs,0.45703589,0,3,1,DD,Variable,Variable,No
41,low,Large,2BHK-Apt,Rented,Low,10-20yrs,2,>10yrs,1.629325585,0,6,3,SD,Fixed,Fixed,No
40,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,9.588564565,4,6,2,DD,Fixed,Fixed,Yes
39,low,Medium,2BHK-Apt,Owned,High,20-30yrs,1,>5yrs,9.336387729,0,4,2,DD,Fixed,Fixed,Yes
39,medium,Large,2BHK-Apt,Owned,Low,10-20yrs,5,1-2yrs,8.537519549,1,1,0,PPM,Variable,Variable,Yes
25,medium,Small,5BHK-House,Owned,Low,>30yrs,6,>5yrs,1.112779261,1,5,2,PPM,Fixed,Fixed,Yes
55,medium,Large,Mansion,Owned,Low,20-30yrs,4,<1yr,6.224655971,4,2,0,DD,Variable,Variable,No
54,low,Medium,2BHK-Apt,Rented,Medium,<10yrs,3,<1yr,2.385182158,4,6,1,DD,Variable,Variable,Yes
47,medium,Medium,3BHK-Apt,Owned,High,<10yrs,2,1-2yrs,1.883564542,2,8,1,DD,Variable,Variable,No
47,High,Medium,2BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,1.393830636,2,2,1,PPM,Fixed,Fixed,Yes
45,low,Small,2BHK-Apt,Owned,Low,10-20yrs,6,>5yrs,7.278920155,1,0,0,DD,Fixed,Fixed,No
40,High,Small,3BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,2.991987413,0,0,1,SD,Variable,Variable,Yes
39,medium,Medium,5BHK-House,Owned,High,>30yrs,4,1-2yrs,0.536303604,0,3,1,SD,Fixed,Fixed,Yes
40,High,Medium,3BHK-Apt,Rented,Low,10-20yrs,5,2-5yrs,12.05512259,0,4,1,SD,Fixed,Fixed,No
40,low,Large,3BHK-Apt,Owned,Low,<10yrs,6,2-5yrs,5.91137302,1,4,1,Others,Variable,Variable,No
40,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,6,2-5yrs,9.433790712,0,0,0,Others,Variable,Variable,No
38,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,5,>10yrs,1.002950179,1,0,0,Others,Fixed,Fixed,Yes
39,medium,Small,5BHK-House,Rented,High,>30yrs,1,<1yr,8.103472066,0,9,2,PPM,Variable,Variable,No
48,medium,Small,2BHK-Apt,Rented,Low,20-30yrs,7,2-5yrs,1.602474704,4,6,4,SD,Fixed,Fixed,No
48,medium,Small,2BHK-Apt,Rented,Medium,20-30yrs,6,1-2yrs,9.830442803,1,8,6,PPM,Fixed,Fixed,Yes
36,medium,Large,2BHK-Apt,Rented,Medium,10-20yrs,2,2-5yrs,6.315160449,3,4,2,SD,Variable,Variable,Yes
39,High,Small,3BHK-Apt,Owned,High,10-20yrs,6,2-5yrs,1.923156994,1,2,1,Others,Variable,Variable,No
40,low,Medium,Mansion,Owned,Medium,<10yrs,5,>5yrs,2.248848533,3,5,1,PPM,Variable,Variable,No
41,low,Small,2BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,4.21010789,4,6,4,SD,Fixed,Fixed,No
49,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,6,>10yrs,2.662098362,2,2,0,Others,Fixed,Fixed,No
49,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,2.313251948,2,0,1,Others,Fixed,Fixed,No
48,low,Medium,3BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,1.983632484,3,5,1,PPM,Variable,Variable,No
33,medium,Small,Mansion,Owned,High,<10yrs,3,2-5yrs,5.07955419,1,1,0,PPM,Fixed,Fixed,No
39,High,Medium,1BHK-Apt,Owned,Low,<10yrs,10,>10yrs,2.012081002,4,8,6,PPM,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Owned,Low,10-20yrs,4,<1yr,4.462939781,1,0,1,SD,Fixed,Fixed,No
42,medium,Small,2BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,4.234946349,1,9,3,SD,Variable,Variable,Yes
39,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,6,<1yr,2.695808326,1,0,1,DD,Fixed,Fixed,No
45,medium,Large,1BHK-Apt,Rented,Medium,<10yrs,5,1-2yrs,0.882378665,2,0,0,PPM,Fixed,Fixed,No
30,low,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,1.722948012,1,2,0,SD,Variable,Variable,No
43,medium,Small,1BHK-Apt,Owned,Medium,<10yrs,1,2-5yrs,2.56343998,2,7,0,DD,Fixed,Fixed,No
38,High,Small,2BHK-Apt,Owned,High,20-30yrs,2,1-2yrs,4.268867141,4,4,0,Others,Fixed,Fixed,No
50,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,7.385916512,3,9,3,DD,Fixed,Fixed,No
57,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,3,>5yrs,8.215398375,1,8,1,PPM,Variable,Variable,No
41,low,Large,2BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,4.933357585,4,10,3,PPM,Fixed,Fixed,No
51,High,Medium,3BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,0.788869088,2,8,5,SD,Variable,Variable,No
35,low,Medium,5BHK-House,Owned,Low,10-20yrs,1,<1yr,4.106283797,1,10,6,SD,Fixed,Fixed,No
46,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,7.248117855,1,9,6,SD,Variable,Variable,Yes
41,medium,Large,2BHK-Apt,Rented,High,20-30yrs,2,2-5yrs,6.112621388,1,3,1,Others,Variable,Variable,Yes
44,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,2.659910083,3,6,4,DD,Variable,Variable,No
45,medium,Medium,2BHK-Apt,Owned,Medium,>30yrs,1,1-2yrs,8.336177144,3,3,0,SD,Variable,Variable,No
31,low,Large,1BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,13.86543889,1,6,4,PPM,Variable,Variable,No
30,medium,Medium,2BHK-Apt,Owned,High,>30yrs,2,2-5yrs,4.134152132,0,2,1,DD,Fixed,Fixed,No
30,medium,Small,5BHK-House,Owned,Low,>30yrs,5,2-5yrs,7.682497559,0,5,1,DD,Fixed,Fixed,No
33,low,Medium,Mansion,Owned,Low,10-20yrs,2,2-5yrs,3.489042674,3,9,1,Others,Variable,Variable,Yes
34,medium,Large,3BHK-Apt,Owned,High,<10yrs,2,1-2yrs,6.51791204,1,6,4,DD,Variable,Variable,No
37,medium,Large,Mansion,Rented,High,>30yrs,6,1-2yrs,4.690337422,1,2,1,DD,Fixed,Fixed,No
47,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,8,2-5yrs,4.57650159,0,7,6,PPM,Fixed,Fixed,No
43,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,6,>5yrs,4.771450465,2,10,3,DD,Variable,Variable,Yes
31,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,4,2-5yrs,3.694998859,0,10,1,Others,Variable,Variable,No
28,medium,Medium,3BHK-Apt,Rented,Medium,>30yrs,2,2-5yrs,3.059034091,2,8,0,PPM,Variable,Variable,No
54,medium,Small,3BHK-Apt,Rented,High,10-20yrs,8,1-2yrs,7.226101837,0,4,3,DD,Variable,Variable,No
47,High,Medium,1BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,8.566952481,4,7,5,PPM,Fixed,Fixed,No
33,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,1,<1yr,2.066857148,0,10,2,DD,Variable,Variable,No
33,medium,Medium,3BHK-Apt,Rented,High,10-20yrs,3,2-5yrs,14.02964547,1,6,5,DD,Fixed,Fixed,No
24,medium,Small,Mansion,Owned,Low,20-30yrs,1,1-2yrs,8.598498029,0,7,5,Others,Fixed,Fixed,Yes
38,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,4.238296003,0,10,3,DD,Fixed,Fixed,No
31,low,Medium,2BHK-Apt,Rented,Low,20-30yrs,9,1-2yrs,8.03267452,0,7,4,PPM,Fixed,Fixed,Yes
40,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,1.201065226,0,5,0,DD,Fixed,Fixed,No
41,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,2.42351632,1,7,0,SD,Variable,Variable,No
33,medium,Small,Mansion,Owned,Medium,20-30yrs,2,1-2yrs,8.482236228,2,8,4,SD,Fixed,Fixed,No
34,medium,Small,2BHK-Apt,Rented,High,10-20yrs,4,>10yrs,0.916855128,2,9,4,SD,Variable,Variable,Yes
51,low,Large,3BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,3.390858546,0,1,0,SD,Fixed,Fixed,No
37,High,Large,1BHK-Apt,Rented,Medium,10-20yrs,6,<1yr,2.142534209,4,2,1,Others,Fixed,Fixed,No
35,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,9,>10yrs,2.286195593,1,5,0,Others,Fixed,Fixed,Yes
35,High,Medium,5BHK-House,Rented,Low,<10yrs,3,2-5yrs,7.680154179,1,2,1,DD,Variable,Variable,Yes
42,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,3,2-5yrs,9.721436645,0,8,3,DD,Fixed,Fixed,No
48,High,Medium,2BHK-Apt,Rented,Medium,10-20yrs,5,1-2yrs,2.864995667,0,10,8,Others,Fixed,Fixed,Yes
48,low,Large,3BHK-Apt,Owned,High,>30yrs,4,2-5yrs,4.601902383,4,3,1,Others,Variable,Variable,No
40,medium,Small,5BHK-House,Rented,Medium,<10yrs,3,1-2yrs,9.385792765,0,8,0,DD,Variable,Variable,No
39,low,Large,2BHK-Apt,Rented,Medium,20-30yrs,5,1-2yrs,3.470258332,0,0,0,PPM,Variable,Variable,No
36,High,Medium,Mansion,Owned,High,<10yrs,4,2-5yrs,2.083430819,0,1,0,PPM,Variable,Variable,No
35,low,Medium,5BHK-House,Rented,Medium,10-20yrs,7,2-5yrs,4.074173596,3,9,2,DD,Fixed,Fixed,No
35,High,Small,Mansion,Owned,High,20-30yrs,3,1-2yrs,1.094752303,2,0,0,SD,Variable,Variable,No
34,low,Medium,3BHK-Apt,Rented,Medium,>30yrs,1,<1yr,2.07788532,0,1,0,DD,Variable,Variable,No
34,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,4,<1yr,1.642485827,2,7,0,PPM,Fixed,Fixed,No
45,low,Large,3BHK-Apt,Owned,High,>30yrs,1,2-5yrs,5.047930381,0,1,0,SD,Fixed,Fixed,No
58,low,Medium,Mansion,Owned,High,<10yrs,1,2-5yrs,6.011286727,0,3,0,PPM,Variable,Variable,No
51,High,Large,3BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,10.26323643,1,5,1,SD,Fixed,Fixed,No
27,medium,Small,5BHK-House,Rented,Medium,20-30yrs,4,>5yrs,4.34805583,0,6,3,SD,Fixed,Fixed,No
39,low,Large,3BHK-Apt,Rented,Low,20-30yrs,3,2-5yrs,5.615035858,1,4,3,Others,Fixed,Fixed,No
41,medium,Small,2BHK-Apt,Owned,High,20-30yrs,2,2-5yrs,3.073899597,1,2,1,PPM,Variable,Variable,No
34,High,Large,2BHK-Apt,Owned,Medium,>30yrs,4,1-2yrs,9.405400023,3,9,1,Others,Variable,Variable,No
29,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,2,<1yr,2.600257643,2,4,3,Others,Fixed,Fixed,No
27,High,Medium,2BHK-Apt,Owned,Medium,10-20yrs,2,<1yr,1.853980432,0,5,1,SD,Fixed,Fixed,Yes
54,medium,Medium,5BHK-House,Rented,Low,20-30yrs,2,2-5yrs,1.483794028,4,6,3,SD,Variable,Variable,Yes
53,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,4,1-2yrs,1.44380695,1,5,1,DD,Fixed,Fixed,Yes
31,low,Medium,5BHK-House,Rented,High,<10yrs,1,1-2yrs,4.874684149,1,1,0,Others,Fixed,Fixed,No
39,High,Small,3BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,0.700047052,3,5,2,Others,Fixed,Fixed,No
36,medium,Medium,1BHK-Apt,Rented,Low,<10yrs,5,2-5yrs,2.244457751,1,9,2,SD,Variable,Variable,No
36,medium,Medium,Mansion,Rented,Medium,20-30yrs,2,>5yrs,4.653807435,3,6,0,Others,Fixed,Fixed,No
67,low,Small,3BHK-Apt,Owned,High,20-30yrs,1,1-2yrs,6.899568913,3,6,2,SD,Fixed,Fixed,Yes
26,low,Small,1BHK-Apt,Rented,High,>30yrs,3,2-5yrs,5.001081676,1,7,3,SD,Fixed,Fixed,No
31,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,0.727830088,3,6,2,PPM,Variable,Variable,Yes
36,low,Large,Mansion,Owned,High,20-30yrs,2,2-5yrs,2.147333558,0,8,2,DD,Variable,Variable,No
52,High,Medium,Mansion,Rented,High,10-20yrs,6,>5yrs,5.427796372,0,9,2,PPM,Variable,Variable,No
40,High,Small,Mansion,Owned,Medium,<10yrs,6,<1yr,15.53938867,4,0,0,Others,Variable,Variable,No
45,High,Medium,2BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,10.02122311,2,8,1,SD,Variable,Variable,No
52,medium,Small,Mansion,Rented,Medium,20-30yrs,5,<1yr,1.284241629,2,0,0,SD,Fixed,Fixed,Yes
33,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,8,2-5yrs,1.791625382,1,2,1,DD,Variable,Variable,No
34,low,Large,1BHK-Apt,Rented,Low,20-30yrs,2,2-5yrs,6.928618602,0,4,1,PPM,Fixed,Fixed,No
27,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,0.52545358,1,4,2,Others,Fixed,Fixed,No
40,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,4,2-5yrs,15.19667271,3,10,3,PPM,Variable,Variable,No
39,High,Medium,2BHK-Apt,Owned,High,10-20yrs,1,>5yrs,3.997214367,1,0,0,Others,Variable,Variable,No
36,High,Large,5BHK-House,Owned,Low,20-30yrs,8,2-5yrs,6.186220567,2,7,1,DD,Variable,Variable,No
41,medium,Large,3BHK-Apt,Rented,Medium,20-30yrs,2,1-2yrs,3.087285802,3,3,2,SD,Variable,Variable,No
29,low,Small,3BHK-Apt,Owned,Low,20-30yrs,7,2-5yrs,2.228162182,1,2,0,DD,Fixed,Fixed,No
38,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,6.769758956,4,8,4,DD,Fixed,Fixed,No
35,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,8,>10yrs,2.298631877,0,6,3,PPM,Variable,Variable,Yes
43,low,Medium,2BHK-Apt,Owned,High,>30yrs,6,>10yrs,11.3649612,0,3,0,SD,Variable,Variable,Yes
35,low,Large,3BHK-Apt,Rented,Medium,10-20yrs,5,2-5yrs,3.066288204,0,3,1,SD,Variable,Variable,No
39,low,Medium,3BHK-Apt,Owned,Medium,<10yrs,9,>10yrs,4.656575672,0,8,2,SD,Fixed,Fixed,No
42,low,Medium,2BHK-Apt,Rented,Low,<10yrs,1,2-5yrs,4.626089472,0,9,6,Others,Fixed,Fixed,No
29,High,Medium,5BHK-House,Owned,Medium,10-20yrs,3,>5yrs,2.215071514,1,4,3,SD,Variable,Variable,No
31,High,Medium,5BHK-House,Rented,High,10-20yrs,5,1-2yrs,1.820759696,1,7,3,Others,Variable,Variable,No
41,High,Small,Mansion,Rented,Low,<10yrs,3,<1yr,1.061094409,1,2,1,DD,Fixed,Fixed,No
34,medium,Small,2BHK-Apt,Owned,Medium,10-20yrs,2,>5yrs,5.550667092,1,0,1,DD,Variable,Variable,No
42,medium,Medium,1BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,2.923423853,0,0,1,PPM,Fixed,Fixed,No
33,low,Large,5BHK-House,Rented,Low,10-20yrs,2,2-5yrs,0.832358821,0,10,1,DD,Variable,Variable,No
48,low,Medium,2BHK-Apt,Rented,Low,<10yrs,4,2-5yrs,5.214555941,0,8,5,DD,Fixed,Fixed,Yes
41,low,Medium,2BHK-Apt,Rented,Medium,<10yrs,7,1-2yrs,14.64144619,1,0,1,DD,Fixed,Fixed,Yes
34,low,Large,3BHK-Apt,Owned,Medium,20-30yrs,6,2-5yrs,2.574764417,0,0,1,Others,Fixed,Fixed,Yes
59,medium,Medium,Mansion,Rented,Low,20-30yrs,2,1-2yrs,2.866902962,0,9,1,DD,Variable,Variable,No
45,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,5,1-2yrs,8.199496106,3,2,1,DD,Fixed,Fixed,No
29,High,Small,3BHK-Apt,Owned,Low,10-20yrs,9,>5yrs,6.817854964,1,9,7,DD,Variable,Variable,No
39,medium,Small,2BHK-Apt,Rented,High,20-30yrs,1,>10yrs,5.8545348,1,6,4,SD,Fixed,Fixed,No
50,medium,Medium,5BHK-House,Owned,High,20-30yrs,1,2-5yrs,1.708663285,2,5,2,PPM,Fixed,Fixed,No
44,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,2.303865546,1,8,3,SD,Fixed,Fixed,No
34,medium,Small,3BHK-Apt,Owned,Medium,<10yrs,5,2-5yrs,1.270167428,1,9,7,SD,Fixed,Fixed,No
34,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,3,<1yr,4.114843858,0,0,0,PPM,Fixed,Fixed,No
31,low,Small,1BHK-Apt,Owned,High,<10yrs,8,>10yrs,4.435515764,1,8,5,Others,Fixed,Fixed,No
32,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,1,1-2yrs,1.24150535,0,5,3,PPM,Fixed,Fixed,Yes
35,High,Medium,2BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,5.278252683,4,8,5,DD,Fixed,Fixed,No
40,medium,Large,5BHK-House,Owned,Medium,>30yrs,6,1-2yrs,3.38638137,1,4,3,DD,Fixed,Fixed,No
42,low,Small,2BHK-Apt,Rented,Low,20-30yrs,8,>5yrs,2.04170842,1,9,8,PPM,Fixed,Fixed,No
32,low,Medium,2BHK-Apt,Owned,High,10-20yrs,2,1-2yrs,8.294186968,4,2,1,DD,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,4.816441851,0,7,3,Others,Variable,Variable,No
28,low,Large,2BHK-Apt,Owned,Low,20-30yrs,3,>5yrs,4.0854305,1,8,7,Others,Variable,Variable,Yes
39,low,Medium,5BHK-House,Owned,Low,10-20yrs,3,>5yrs,1.803000424,2,3,2,DD,Fixed,Fixed,No
31,High,Small,Mansion,Rented,Low,20-30yrs,8,1-2yrs,1.863977904,4,3,1,PPM,Variable,Variable,No
46,low,Large,2BHK-Apt,Rented,Low,20-30yrs,1,1-2yrs,5.653428339,0,4,1,Others,Fixed,Fixed,Yes
35,low,Small,2BHK-Apt,Rented,Medium,<10yrs,4,2-5yrs,7.977074585,4,1,0,SD,Fixed,Fixed,No
35,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,6.60407371,2,5,2,PPM,Fixed,Fixed,No
33,low,Small,2BHK-Apt,Rented,High,20-30yrs,4,1-2yrs,1.379906672,0,7,2,PPM,Fixed,Fixed,No
44,low,Medium,3BHK-Apt,Owned,Low,>30yrs,4,>5yrs,1.812700522,2,2,0,DD,Fixed,Fixed,No
31,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,2.590996377,1,1,0,Others,Variable,Variable,No
72,medium,Large,2BHK-Apt,Rented,Medium,<10yrs,2,1-2yrs,4.738523253,0,10,4,DD,Fixed,Fixed,Yes
42,low,Medium,5BHK-House,Owned,Low,>30yrs,1,>10yrs,1.462835563,3,0,1,DD,Variable,Variable,No
35,medium,Medium,2BHK-Apt,Rented,High,<10yrs,2,>10yrs,2.25079982,0,6,5,DD,Fixed,Fixed,No
38,High,Small,1BHK-Apt,Rented,High,>30yrs,1,<1yr,1.933824119,2,7,5,PPM,Fixed,Fixed,No
34,low,Large,2BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,6.284980692,0,1,0,Others,Fixed,Fixed,No
42,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,6,1-2yrs,6.403007787,1,2,0,Others,Fixed,Fixed,No
51,low,Medium,Mansion,Owned,Medium,10-20yrs,4,2-5yrs,0.561786192,1,6,4,DD,Fixed,Fixed,No
40,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,2.260559033,4,10,9,PPM,Fixed,Fixed,No
35,medium,Large,2BHK-Apt,Owned,High,>30yrs,1,<1yr,4.268386741,1,2,1,SD,Variable,Variable,No
51,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,5.002442172,3,1,0,PPM,Variable,Variable,No
53,High,Large,5BHK-House,Owned,Medium,20-30yrs,9,1-2yrs,8.210636613,3,5,3,DD,Fixed,Fixed,No
43,High,Medium,1BHK-Apt,Rented,Low,20-30yrs,2,>5yrs,1.084017684,1,2,0,PPM,Fixed,Fixed,No
40,medium,Large,5BHK-House,Owned,Medium,<10yrs,4,2-5yrs,1.820214238,0,6,0,Others,Variable,Variable,No
39,medium,Medium,Mansion,Rented,Medium,>30yrs,8,>10yrs,0.991468464,1,0,1,Others,Variable,Variable,No
34,low,Small,3BHK-Apt,Owned,Low,10-20yrs,5,>5yrs,8.856717152,2,4,0,DD,Fixed,Fixed,Yes
32,medium,Large,5BHK-House,Rented,Low,20-30yrs,9,1-2yrs,2.995239907,1,3,1,DD,Variable,Variable,No
38,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,9.925810596,1,1,0,PPM,Fixed,Fixed,No
46,low,Medium,2BHK-Apt,Rented,Medium,20-30yrs,4,2-5yrs,3.188693765,1,6,0,SD,Fixed,Fixed,Yes
40,High,Small,1BHK-Apt,Owned,High,10-20yrs,2,2-5yrs,0.660748345,0,5,0,DD,Fixed,Fixed,No
26,medium,Small,1BHK-Apt,Rented,Low,20-30yrs,4,1-2yrs,4.069838784,2,6,1,PPM,Fixed,Fixed,No
38,medium,Small,1BHK-Apt,Owned,Medium,>30yrs,6,>10yrs,2.625118264,4,4,2,SD,Fixed,Fixed,No
31,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,8,>10yrs,10.33744864,1,6,3,PPM,Variable,Variable,No
26,low,Small,3BHK-Apt,Rented,Medium,10-20yrs,1,>10yrs,2.825190067,0,2,0,DD,Variable,Variable,No
47,High,Large,2BHK-Apt,Rented,Low,20-30yrs,6,2-5yrs,0.890916066,1,2,1,SD,Fixed,Fixed,No
61,High,Medium,2BHK-Apt,Rented,Low,<10yrs,5,2-5yrs,3.523073834,1,9,7,Others,Variable,Variable,Yes
36,medium,Medium,5BHK-House,Owned,Medium,>30yrs,1,2-5yrs,3.091848709,3,4,2,Others,Fixed,Fixed,Yes
34,low,Small,1BHK-Apt,Owned,Low,10-20yrs,5,<1yr,3.837235888,2,2,1,PPM,Fixed,Fixed,No
33,medium,Medium,3BHK-Apt,Rented,Low,<10yrs,1,1-2yrs,5.851451842,0,7,6,DD,Variable,Variable,Yes
35,High,Medium,2BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,2.198002497,4,9,5,Others,Fixed,Fixed,No
32,medium,Large,3BHK-Apt,Owned,Medium,10-20yrs,5,1-2yrs,7.587363074,2,5,3,Others,Fixed,Fixed,Yes
48,medium,Medium,2BHK-Apt,Rented,Medium,>30yrs,2,<1yr,5.850850474,1,5,0,SD,Fixed,Fixed,No
50,low,Medium,2BHK-Apt,Owned,High,>30yrs,1,2-5yrs,2.238984235,0,3,2,DD,Variable,Variable,No
43,High,Medium,5BHK-House,Rented,Medium,10-20yrs,2,1-2yrs,0.753064311,1,8,2,Others,Variable,Variable,Yes
36,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,9.386906727,1,10,9,Others,Fixed,Fixed,No
34,medium,Small,Mansion,Rented,High,>30yrs,1,2-5yrs,4.764290288,1,0,0,SD,Variable,Variable,No
35,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,>5yrs,4.110069812,1,7,5,Others,Fixed,Fixed,No
61,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,4.643269804,4,7,1,Others,Fixed,Fixed,No
37,High,Small,1BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,4.006233562,4,5,2,SD,Variable,Variable,No
34,High,Small,2BHK-Apt,Rented,Low,10-20yrs,2,>10yrs,1.028330555,0,6,5,Others,Fixed,Fixed,Yes
42,High,Large,1BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,1.999100712,0,2,1,DD,Fixed,Fixed,No
25,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,3,>5yrs,8.218524626,0,9,6,PPM,Fixed,Fixed,Yes
